Produto,Categoria,Data,Quantidade,PU,FT,Subcategoria,Custo
CHA MATE COM PESSEGO GELADO,BEBIDAS,04/12/2022,6,"8,00","48,00",CHA,"1,88"
FRAPPE SET BELO,CAFE AUTORAIS,21/05/2022,2,"18,00","36,00",FRAPPE,"5,49"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,20/07/2021,8,"7,00","56,00",REFRIGERANTES,"3,19"
IRISH COFFEE,DRINKS ALCOOLICOS,12/09/2021,1,"26,00","26,00",DRINKS ALCOOLICOS,"10,11"
ESPRESSO,CAFE CLASSICOS,08/01/2022,10,"5,00","50,00",CAFE,"0,81"
FRAPPE OREO PANDA,CAFE AUTORAIS,21/10/2021,1,"17,00","17,00",FRAPPE,"5,44"
BUTTERBEER,DRINKS NAO ALCOOLICOS,22/07/2021,7,"15,00","105,00",DRINKS NAO ALCOOLICOS,"1,62"
CHA MATE COM LIMAO GELADO,BEBIDAS,16/03/2022,2,"8,00","16,00",CHA,"0,18"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,04/08/2021,1,"8,00","8,00",CHA,"1,92"
CHOCOLATE GELADO,CAFE CLASSICOS,28/10/2022,1,"10,00","10,00",CAFE FRIO,"3,53"
OPEN BAR 1,DRINKS ALCOOLICOS,15/07/2022,8,"65,00","520,00",OPEN BAR,"0,0"
CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,26/06/2022,7,"12,00","84,00",CERVEJAS,"5,36"
CHOPP RODIZIO,BEBIDAS CERVEJAS,11/08/2022,6,"0,0","0,0",OPEN BAR,"4,93"
FRAPPE UNICORNIO,CAFE CLASSICOS,14/08/2021,6,"17,00","102,00",FRAPPE,"3,11"
ESPRESSO,CAFE CLASSICOS,28/10/2021,2,"5,00","10,00",CAFE,"0,81"
FADA INSENSATA,DRINKS ALCOOLICOS,05/03/2022,7,"28,00","196,00",DRINKS ALCOOLICOS,"7,07"
DOUBLE CHOPP,BEBIDAS CERVEJAS,10/12/2022,5,"16,00","80,00",CERVEJAS,"9,86"
AGUA COM GAS,BEBIDAS,08/02/2022,2,"7,00","14,00",BEBIDAS,"0,97"
AMERICANO,CAFE CLASSICOS,23/02/2022,3,"5,00","15,00",CAFE,"0,81"
IRISH COFFEE,DRINKS ALCOOLICOS,11/07/2021,2,"26,00","52,00",DRINKS ALCOOLICOS,"10,11"
BODO BLUE,DRINKS NAO ALCOOLICOS,17/07/2021,3,"9,00","27,00",DRINKS NAO ALCOOLICOS,"1,62"
SUCO DE ABACAXI COM HORTELA,BEBIDAS,03/11/2021,1,"9,00","9,00",BEBIDAS,"2,51"
ESPRESSO EXTRA,CAFE CLASSICOS,11/07/2021,1,"0,0","0,0",EXTRA,"0,81"
FRAPPE POCAO DO AMOR,BEBIDAS,11/02/2021,3,"17,00","51,00",FRAPPE,"4,86"
ESPRESSO MOCKTINI,CAFE AUTORAIS,18/12/2021,3,"14,00","42,00",CAFE,"4,35"
BIRU BLONDINE,BEBIDAS CERVEJAS,13/02/2021,2,"18,00","36,00",CERVEJAS,"8,51"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,18/07/2021,10,"7,00","70,00",REFRIGERANTES,"3,19"
MOCHA,CAFE CLASSICOS,14/06/2022,1,"13,00","13,00",BEBIDAS QUENTES,"2,32"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,17/12/2021,2,"9,00","18,00",DRINKS NAO ALCOOLICOS,"0,79"
CHANTILY EXTRA,CAFE CLASSICOS,13/04/2022,1,"0,0","0,0",EXTRA,"1,38"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,26/03/2022,5,"15,00","75,00",DRINKS NAO ALCOOLICOS,"0,53"
BODOJITO,DRINKS ALCOOLICOS,08/04/2023,3,"24,00","72,00",DRINKS ALCOOLICOS,"2,63"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,16/07/2022,12,"7,00","84,00",REFRIGERANTES,"2,99"
BATIDO DOCE VINGANCA,DRINKS ALCOOLICOS,09/10/2021,3,"28,00","84,00",DRINKS ALCOOLICOS,"6,61"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,02/11/2021,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"0,79"
CERVEJA BROOKLYN EAST IPA,BEBIDAS CERVEJAS,23/02/2022,1,"18,00","18,00",CERVEJAS,"8,68"
COCA COLA LATA DIET 350ML,BEBIDAS,25/11/2021,1,"7,00","7,00",REFRIGERANTES,"3,19"
SPACE CHAI,DRINKS NAO ALCOOLICOS,25/03/2023,3,"15,00","45,00",CHA,"2,78"
SUCO DE LARANJA,BEBIDAS,06/01/2021,8,"9,00","72,00",BEBIDAS,"2,61"
AGUA MINERAL,BEBIDAS,15/06/2022,3,"5,00","15,00",BEBIDAS,"0,85"
FRAPPE CARAMELO,CAFE CLASSICOS,12/02/2022,3,"15,00","45,00",FRAPPE,"2,96"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,14/09/2021,2,"8,00","16,00",CHA,"1,92"
CAIPIRINHA,DRINKS ALCOOLICOS,04/09/2022,3,"18,00","54,00",DRINKS ALCOOLICOS,"3,22"
CAPPUCCINO MEDIO,CAFE CLASSICOS,04/02/2021,1,"10,00","10,00",CAFE,"1,55"
MARTINA IPA BLONDINE,BEBIDAS CERVEJAS,08/07/2021,1,"18,00","18,00",CERVEJAS,"7,51"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,19/11/2021,2,"9,00","18,00",DRINKS NAO ALCOOLICOS,"0,79"
HONG KONG,CAFE AUTORAIS,20/02/2021,2,"12,00","24,00",CAFE FRIO,"2,07"
CHAI LATTE,CAFE CLASSICOS,03/08/2022,1,"12,00","12,00",BEBIDAS QUENTES,"0,98"
MOCHA,CAFE CLASSICOS,29/03/2022,1,"13,00","13,00",BEBIDAS QUENTES,"2,32"
GRANDE MOCHA,CAFE CLASSICOS,27/09/2022,2,"15,00","30,00",BEBIDAS QUENTES,"3,91"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,12/08/2022,5,"7,00","35,00",REFRIGERANTES,"2,99"
FADA INSENSATA,DRINKS ALCOOLICOS,29/01/2022,9,"28,00","252,00",DRINKS ALCOOLICOS,"7,07"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,22/05/2021,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"0,53"
CHOCOLATE GELADO,CAFE CLASSICOS,15/10/2022,1,"10,00","10,00",CAFE FRIO,"3,53"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,22/05/2022,16,"9,00","144,00",DRINKS NAO ALCOOLICOS,"1,62"
IRISH COFFEE,DRINKS ALCOOLICOS,06/09/2022,1,"26,00","26,00",DRINKS ALCOOLICOS,"10,11"
MELON FRESH,DRINKS NAO ALCOOLICOS,13/11/2021,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"1,62"
SUCO DE LARANJA,BEBIDAS,09/01/2023,2,"12,00","24,00",BEBIDAS,"2,61"
GUARANA ANTARCTICA DIET LATA 350ML,BEBIDAS REFRIGERANTES,09/10/2022,4,"7,00","28,00",REFRIGERANTES,"2,39"
LUCKY PEACH,DRINKS ALCOOLICOS,22/05/2021,1,"26,00","26,00",DRINKS ALCOOLICOS,"6,61"
CARAMELO MACCHIATO,CAFE AUTORAIS,30/04/2021,3,"9,00","27,00",BEBIDAS QUENTES,"2,06"
GRANDE CAPPUCCINO,CAFE CLASSICOS,05/10/2022,1,"13,00","13,00",CAFE,"1,47"
APPLE MARTINI,DRINKS ALCOOLICOS,12/11/2022,2,"30,00","60,00",DRINKS ALCOOLICOS,"2,91"
AGUA TONICA,BEBIDAS,03/12/2021,3,"7,00","21,00",BEBIDAS,"2,16"
JAIPUR,CAFE AUTORAIS,04/07/2021,1,"12,00","12,00",CHA,"0,77"
BEIJO DE LINGUA,DRINKS ALCOOLICOS,25/11/2022,4,"23,00","92,00",DRINKS ALCOOLICOS,"6,61"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,02/06/2022,1,"26,00","26,00",DRINKS ALCOOLICOS,"3,09"
FRAPPE MATCHA,CAFE CLASSICOS,21/07/2022,1,"17,00","17,00",FRAPPE,"2,78"
CHOPP,BEBIDAS CERVEJAS,03/12/2022,16,"16,00","256,00",CERVEJAS,"4,93"
ESPRESSO,CAFE CLASSICOS,05/09/2021,6,"5,00","30,00",CAFE,"0,81"
CHOPP,BEBIDAS CERVEJAS,07/07/2022,12,"15,00","180,00",CERVEJAS,"4,93"
CHA QUENTE GENMAICHA,BEBIDAS,14/01/2022,2,"5,00","10,00",CHA,"0,21"
CAPPUCCINO MEDIO,CAFE CLASSICOS,11/10/2021,1,"10,00","10,00",CAFE,"1,55"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,04/05/2022,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"0,79"
CHA MATE COM LIMAO GELADO,BEBIDAS,26/11/2021,3,"8,00","24,00",CHA,"0,18"
SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,06/11/2022,2,"7,00","14,00",REFRIGERANTES,"3,21"
FRAPPE MOCHA,CAFE CLASSICOS,29/03/2023,1,"18,00","18,00",FRAPPE,"4,41"
AGUA COM GAS,BEBIDAS,14/01/2022,3,"6,00","18,00",BEBIDAS,"0,97"
FRAPPE OREO PANDA,CAFE AUTORAIS,30/03/2022,1,"17,00","17,00",FRAPPE,"5,44"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,26/01/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"3,34"
AMERICANO,CAFE CLASSICOS,01/08/2021,2,"5,00","10,00",CAFE,"0,81"
APPLE MARTINI,DRINKS ALCOOLICOS,13/02/2021,2,"20,00","40,00",DRINKS ALCOOLICOS,"2,91"
FRAPPE MOCHA,CAFE CLASSICOS,24/09/2022,1,"17,00","17,00",FRAPPE,"4,41"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,11/03/2022,2,"9,00","18,00",DRINKS NAO ALCOOLICOS,"1,02"
CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,17/09/2022,1,"12,00","12,00",BEBIDAS QUENTES,"1,76"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,26/04/2022,1,"26,00","26,00",DRINKS ALCOOLICOS,"3,09"
SMOOTHIE CHOCO BANANA,CAFE AUTORAIS,23/02/2022,1,"2,00","2,00",FRAPPE,"2,74"
CHA MATE NATURAL GELADO,BEBIDAS,22/01/2022,5,"7,00","35,00",CHA,"0,07"
AGUA MINERAL,BEBIDAS,12/10/2021,20,"5,00","100,00",BEBIDAS,"0,85"
BUTTERBEER,DRINKS NAO ALCOOLICOS,25/10/2022,5,"15,00","75,00",DRINKS NAO ALCOOLICOS,"1,62"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,17/04/2022,5,"15,00","75,00",DRINKS NAO ALCOOLICOS,"3,34"
CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,04/10/2022,2,"12,00","24,00",CERVEJAS,"5,36"
CHA MATE COM PESSEGO GELADO,BEBIDAS,02/09/2021,5,"7,00","35,00",CHA,"1,88"
ESPRESSO TONICA,CAFE AUTORAIS,10/04/2022,3,"12,00","36,00",CAFE FRIO,"4,41"
ESPRESSO,CAFE CLASSICOS,07/09/2022,3,"5,00","15,00",CAFE,"0,81"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,22/02/2023,12,"12,00","144,00",DRINKS NAO ALCOOLICOS,"1,62"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,31/07/2022,4,"9,00","36,00",DRINKS NAO ALCOOLICOS,"0,79"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,29/01/2023,6,"12,00","72,00",DRINKS NAO ALCOOLICOS,"1,02"
AGUA MINERAL,BEBIDAS,26/03/2022,22,"5,00","110,00",BEBIDAS,"0,85"
AGUA MINERAL,BEBIDAS,07/01/2023,33,"6,00","198,00",BEBIDAS,"0,85"
ESPRESSO,CAFE CLASSICOS,19/06/2021,5,"5,00","25,00",CAFE,"0,81"
AGUA MINERAL,BEBIDAS,04/09/2021,9,"5,00","45,00",BEBIDAS,"0,85"
CAIPIRINHA,DRINKS ALCOOLICOS,18/02/2021,3,"18,00","54,00",DRINKS ALCOOLICOS,"3,22"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,20/02/2023,3,"8,00","24,00",REFRIGERANTES,"2,99"
BUTTERBEER,DRINKS NAO ALCOOLICOS,20/06/2021,3,"15,00","45,00",DRINKS NAO ALCOOLICOS,"1,62"
GREENY SMITH,CAFE AUTORAIS,08/08/2021,2,"12,00","24,00",DRINKS NAO ALCOOLICOS,"2,25"
GINGER COLD BREW,CAFE AUTORAIS,21/04/2022,1,"12,00","12,00",CAFE FRIO,"2,77"
CHOCOWHISKEY,DRINKS ALCOOLICOS,26/11/2022,1,"39,00","39,00",DRINKS ALCOOLICOS,"7,55"
CHOCOLATE GELADO,CAFE CLASSICOS,05/10/2021,1,"10,00","10,00",CAFE FRIO,"3,53"
CHA MATE COM PESSEGO GELADO,BEBIDAS,31/01/2023,1,"9,00","9,00",CHA,"1,88"
FRAPPE SET BELO,CAFE AUTORAIS,09/01/2023,1,"18,00","18,00",FRAPPE,"5,49"
CHA QUENTE MATCHA,BEBIDAS,04/08/2022,2,"5,00","10,00",CHA,"0,56"
SUCO DE ABACAXI COM HORTELA,BEBIDAS,10/09/2021,4,"9,00","36,00",BEBIDAS,"2,51"
COCA COLA LATA DIET 350ML,BEBIDAS,12/07/2022,11,"7,00","77,00",REFRIGERANTES,"3,19"
CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,09/05/2021,1,"9,00","9,00",BEBIDAS QUENTES,"1,76"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,04/12/2021,4,"8,00","32,00",CHA,"1,92"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,24/02/2022,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"0,53"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,30/03/2023,8,"8,00","64,00",REFRIGERANTES,"2,99"
CERVEJA BUDWEISER,BEBIDAS CERVEJAS,29/08/2021,1,"9,00","9,00",CERVEJAS,"3,89"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,12/01/2022,3,"9,00","27,00",DRINKS NAO ALCOOLICOS,"1,02"
CAIPIRINHA,DRINKS ALCOOLICOS,18/09/2022,1,"18,00","18,00",DRINKS ALCOOLICOS,"3,22"
CHOCOLATE GELADO,CAFE CLASSICOS,24/02/2021,1,"13,00","13,00",CAFE FRIO,"3,53"
PEPSI LATA 350ML,BEBIDAS REFRIGERANTES,29/04/2022,13,"7,00","91,00",REFRIGERANTES,"3,99"
CHOCOLATE GELADO,CAFE CLASSICOS,10/10/2021,1,"10,00","10,00",CAFE FRIO,"3,53"
CAPPUCCINO MEDIO,CAFE CLASSICOS,07/02/2021,2,"10,00","20,00",CAFE,"1,55"
ESPRESSO,CAFE CLASSICOS,10/01/2023,2,"5,00","10,00",CAFE,"0,81"
CAPPUCCINO GELADO,CAFE CLASSICOS,31/07/2021,1,"10,00","10,00",CAFE FRIO,"2,49"
TWIX,CAFE AUTORAIS,26/11/2021,1,"15,00","15,00",BEBIDAS QUENTES,"3,92"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,18/05/2022,5,"7,00","35,00",REFRIGERANTES,"2,99"
GRANDE CAPPUCCINO,CAFE CLASSICOS,14/11/2021,2,"13,00","26,00",CAFE,"1,47"
ESPRESSO TONICA,CAFE AUTORAIS,12/04/2022,1,"12,00","12,00",CAFE FRIO,"4,41"
CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,13/07/2021,1,"9,00","9,00",BEBIDAS QUENTES,"1,76"
ENERGETICO,BEBIDAS REFRIGERANTES,16/07/2022,3,"14,00","42,00",REFRIGERANTES,"9,19"
COADO,CAFE CLASSICOS,23/11/2022,1,"8,00","8,00",CAFE,"3,06"
CHA MATE NATURAL GELADO,BEBIDAS,08/02/2022,2,"7,00","14,00",CHA,"0,07"
GRANDE CAPPUCCINO,CAFE CLASSICOS,12/03/2022,1,"13,00","13,00",CAFE,"1,47"
SUCO DE LARANJA,BEBIDAS,10/01/2023,4,"12,00","48,00",BEBIDAS,"2,61"
ESPRESSO,CAFE CLASSICOS,29/07/2022,5,"5,00","25,00",CAFE,"0,81"
CHA MATE COM LIMAO GELADO,BEBIDAS,04/04/2023,1,"9,00","9,00",CHA,"0,18"
AGUA MINERAL,BEBIDAS,07/10/2022,7,"5,00","35,00",BEBIDAS,"0,85"
ICED TEA,BEBIDAS,14/12/2022,4,"8,00","32,00",CHA,"0,92"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,10/09/2022,5,"9,00","45,00",CAFE FRIO,"2,08"
CHA MATE COM PESSEGO GELADO,BEBIDAS,25/11/2021,2,"8,00","16,00",CHA,"1,88"
CERVEJA HEINEKEN,BEBIDAS CERVEJAS,13/08/2021,9,"9,00","81,00",CERVEJAS,"5,99"
CHOPP,BEBIDAS CERVEJAS,28/10/2021,1,"18,00","18,00",CERVEJAS,"4,93"
CHANTILY EXTRA,CAFE CLASSICOS,07/08/2022,1,"0,0","0,0",EXTRA,"1,38"
ICED TWIX,CAFE CLASSICOS,05/03/2022,4,"15,00","60,00",CAFE FRIO,"3,92"
CHA MATE COM LIMAO GELADO,BEBIDAS,08/01/2021,8,"6,00","48,00",CHA,"0,18"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,15/02/2023,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"0,79"
GRANDE AMERICANO,CAFE CLASSICOS,10/06/2022,1,"9,00","9,00",CAFE,"1,63"
LATTE MEDIO,CAFE CLASSICOS,15/07/2022,2,"9,00","18,00",BEBIDAS QUENTES,"1,92"
D10,DRINKS ALCOOLICOS,12/06/2022,8,"29,00","232,00",DRINKS ALCOOLICOS,"4,01"
PITAYA MARGARITA,DRINKS ALCOOLICOS,18/11/2021,1,"38,00","38,00",DRINKS ALCOOLICOS,"11,01"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,04/12/2021,12,"15,00","180,00",DRINKS NAO ALCOOLICOS,"3,34"
DOSE DE SAQUE,DRINKS ALCOOLICOS,02/10/2021,1,"5,00","5,00",DRINKS ALCOOLICOS,"1,82"
BORDA DE NUTELLA,BEBIDAS,08/07/2022,4,"3,00","12,00",EXTRA,"3,51"
BUTTERBEER,DRINKS NAO ALCOOLICOS,11/10/2021,6,"15,00","90,00",DRINKS NAO ALCOOLICOS,"1,62"
FADA INSENSATA,DRINKS ALCOOLICOS,31/07/2022,6,"32,00","192,00",DRINKS ALCOOLICOS,"7,07"
COCADA FRESH,DRINKS NAO ALCOOLICOS,22/08/2021,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"2,84"
MATCHA SOUR,DRINKS ALCOOLICOS,09/02/2021,1,"24,00","24,00",CHA,"4,97"
AGUA MINERAL,BEBIDAS,30/04/2023,18,"6,00","108,00",BEBIDAS,"0,85"
FRAPPE PACOQUINHA,CAFE AUTORAIS,17/12/2021,3,"18,00","54,00",FRAPPE,"4,71"
CHAI LATTE,CAFE CLASSICOS,22/06/2022,2,"12,00","24,00",BEBIDAS QUENTES,"0,98"
AGUA COM GAS,BEBIDAS,12/01/2021,3,"6,00","18,00",BEBIDAS,"0,97"
COCA COLA LATA DIET 350ML,BEBIDAS,24/08/2022,2,"7,00","14,00",REFRIGERANTES,"3,19"
AGUA MINERAL,BEBIDAS,14/08/2021,16,"5,00","80,00",BEBIDAS,"0,85"
CHANTILY EXTRA,CAFE CLASSICOS,17/04/2022,2,"0,0","0,0",EXTRA,"1,38"
APPLE MARTINI,DRINKS ALCOOLICOS,18/02/2022,2,"25,00","50,00",DRINKS ALCOOLICOS,"2,91"
AGUA COM GAS,BEBIDAS,23/01/2022,2,"7,00","14,00",BEBIDAS,"0,97"
GRANDE COADO,CAFE CLASSICOS,11/09/2021,2,"7,00","14,00",CAFE,"1,63"
ICED TEA,BEBIDAS,29/01/2022,11,"8,00","88,00",CHA,"0,92"
CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,10/05/2022,2,"12,00","24,00",CERVEJAS,"5,36"
SUCO DE LARANJA,BEBIDAS,17/05/2022,4,"9,00","36,00",BEBIDAS,"2,61"
FRAPPE MOCHA,CAFE CLASSICOS,10/03/2023,2,"18,00","36,00",FRAPPE,"4,41"
GINGER COLD BREW,CAFE AUTORAIS,04/07/2021,2,"12,00","24,00",CAFE FRIO,"2,77"
AGUA MINERAL,BEBIDAS,14/05/2021,2,"5,00","10,00",BEBIDAS,"0,85"
AGUA MINERAL,BEBIDAS,12/06/2021,4,"5,00","20,00",BEBIDAS,"0,85"
LEITE DE HIPOPOTAMO,CAFE AUTORAIS,10/05/2022,4,"10,00","40,00",FRAPPE,"1,64"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,06/02/2022,4,"9,00","36,00",DRINKS NAO ALCOOLICOS,"1,62"
FRAPPE CARAMELO,CAFE CLASSICOS,12/03/2023,1,"18,00","18,00",FRAPPE,"2,96"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,24/02/2022,10,"7,00","70,00",REFRIGERANTES,"3,19"
CARAMELO MACCHIATO,CAFE AUTORAIS,19/10/2021,1,"9,00","9,00",BEBIDAS QUENTES,"2,06"
CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,11/10/2021,1,"9,00","9,00",BEBIDAS QUENTES,"1,76"
CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,04/05/2022,2,"12,00","24,00",CERVEJAS,"5,36"
CHA MATE COM LIMAO GELADO,BEBIDAS,14/09/2022,1,"8,00","8,00",CHA,"0,18"
FRAPPE LEITINHO E NUTELLA,CAFE AUTORAIS,29/01/2022,4,"21,00","84,00",FRAPPE,"6,45"
BODOJITO,DRINKS ALCOOLICOS,28/02/2023,1,"24,00","24,00",DRINKS ALCOOLICOS,"2,63"
FRAPPE MORANGO,CAFE CLASSICOS,23/03/2023,1,"18,00","18,00",FRAPPE,"4,41"
GRANDE AMERICANO,CAFE CLASSICOS,29/10/2021,1,"9,00","9,00",CAFE,"1,63"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,06/03/2022,19,"7,00","133,00",REFRIGERANTES,"3,19"
CHA PRETO NATURAL,BEBIDAS,16/12/2022,1,"8,00","8,00",CHA,"0,31"
ESPRESSO,CAFE CLASSICOS,01/10/2021,2,"5,00","10,00",CAFE,"0,81"
SPACE CHAI,DRINKS NAO ALCOOLICOS,12/03/2023,2,"15,00","30,00",CHA,"2,78"
FRAPPE MORANGO,CAFE CLASSICOS,07/05/2023,4,"18,00","72,00",FRAPPE,"4,41"
TWIX,CAFE AUTORAIS,04/09/2022,2,"15,00","30,00",BEBIDAS QUENTES,"3,92"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,24/01/2023,6,"15,00","90,00",DRINKS NAO ALCOOLICOS,"3,34"
CERVEJA BROOKLYN LAGER,BEBIDAS CERVEJAS,04/02/2022,1,"18,00","18,00",CERVEJAS,"8,68"
COCA COLA LATA DIET 350ML,BEBIDAS,17/11/2021,1,"7,00","7,00",REFRIGERANTES,"3,19"
CHA QUENTE GENMAICHA,BEBIDAS,11/01/2022,1,"5,00","5,00",CHA,"0,21"
ESPRESSO,CAFE CLASSICOS,13/01/2022,5,"5,00","25,00",CAFE,"0,81"
CHA MATE NATURAL GELADO,BEBIDAS,21/01/2023,3,"9,00","27,00",CHA,"0,07"
GREENY SMITH,CAFE AUTORAIS,23/07/2021,5,"12,00","60,00",DRINKS NAO ALCOOLICOS,"2,25"
GRANDE MOCHA,CAFE CLASSICOS,23/09/2022,2,"15,00","30,00",BEBIDAS QUENTES,"3,91"
LUCKY PEACH,DRINKS ALCOOLICOS,19/01/2021,1,"26,00","26,00",DRINKS ALCOOLICOS,"6,61"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,08/10/2021,2,"8,00","16,00",DRINKS NAO ALCOOLICOS,"1,62"
CAIPIRINHA,DRINKS ALCOOLICOS,18/12/2021,17,"18,00","306,00",DRINKS ALCOOLICOS,"3,22"
CHA MATE NATURAL GELADO,BEBIDAS,21/01/2022,2,"7,00","14,00",CHA,"0,07"
ESPRESSO,CAFE CLASSICOS,14/01/2022,3,"5,00","15,00",CAFE,"0,81"
GRANDE ICED MOCHA,CAFE CLASSICOS,18/10/2022,1,"15,00","15,00",CAFE FRIO,"3,91"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,29/10/2021,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"0,79"
FADA INSENSATA,DRINKS ALCOOLICOS,15/07/2021,1,"22,00","22,00",DRINKS ALCOOLICOS,"7,07"
ESPRESSO TONICA,CAFE AUTORAIS,09/02/2022,1,"12,00","12,00",CAFE FRIO,"4,41"
GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,13/11/2022,3,"15,00","45,00",BEBIDAS QUENTES,"3,53"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,15/09/2021,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"3,34"
CHA MATE NATURAL GELADO,BEBIDAS,16/01/2021,2,"6,00","12,00",CHA,"0,07"
CHA MATE COM LIMAO GELADO,BEBIDAS,16/02/2023,2,"9,00","18,00",CHA,"0,18"
LAVA LAMP,DRINKS NAO ALCOOLICOS,05/03/2022,18,"9,00","162,00",DRINKS NAO ALCOOLICOS,"1,51"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,20/12/2022,2,"8,00","16,00",CHA,"1,92"
LAVA LAMP,DRINKS NAO ALCOOLICOS,13/01/2023,8,"12,00","96,00",DRINKS NAO ALCOOLICOS,"1,51"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,07/02/2021,5,"8,00","40,00",CHA,"1,92"
AGUA MINERAL,BEBIDAS,12/02/2021,9,"5,00","45,00",BEBIDAS,"0,85"
CAPPUCCINO MEDIO,CAFE CLASSICOS,22/05/2021,1,"10,00","10,00",CAFE,"1,55"
CHOPP,BEBIDAS CERVEJAS,20/07/2022,1,"15,00","15,00",CERVEJAS,"4,93"
SUCO DE LARANJA,BEBIDAS,22/05/2022,11,"9,00","99,00",BEBIDAS,"2,61"
ICED TWIX,CAFE CLASSICOS,08/07/2022,3,"15,00","45,00",CAFE FRIO,"3,92"
MUGUICHA,BEBIDAS,11/02/2021,1,"5,00","5,00",CHA,"0,28"
AGUA COM GAS,BEBIDAS,11/03/2022,1,"6,00","6,00",BEBIDAS,"0,97"
BUBBLE COFFEE,CAFE AUTORAIS,13/08/2021,1,"12,00","12,00",CAFE FRIO,"2,76"
CERVEJA AMSTEL,BEBIDAS CORTESIA,13/07/2021,1,"9,00","9,00",CERVEJAS,"3,79"
CHA MATE COM LIMAO GELADO,BEBIDAS,09/06/2022,4,"8,00","32,00",CHA,"0,18"
BORDA DE NUTELLA,BEBIDAS,21/02/2023,2,"5,00","10,00",EXTRA,"3,51"
CHA QUENTE GENMAICHA,BEBIDAS,04/11/2021,1,"5,00","5,00",CHA,"0,21"
AGUA MINERAL,BEBIDAS,10/12/2022,28,"6,00","168,00",BEBIDAS,"0,85"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,14/05/2023,17,"8,00","136,00",REFRIGERANTES,"3,19"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,20/01/2021,1,"7,00","7,00",REFRIGERANTES,"2,99"
SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,22/07/2022,1,"7,00","7,00",REFRIGERANTES,"3,21"
