Produto,Categoria,Data,Quantidade,PU,FT,Subcategoria,Custo
CHICKENKATSU SANDO,ALL DAY,15/02/2022,6,"28,00","168,00",LANCHES,"5,29"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,08/04/2021,1,"25,00","25,00",PARA COMPARTILHAR,"5,58"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,29/04/2023,8,"32,00","256,00",PARA COMPARTILHAR,"5,65"
KATSU SANDO,ALL DAY,17/10/2021,1,"26,00","26,00",LANCHES,"5,5"
KOROKKE KABOCHA,PARA COMPARTILHAR,09/02/2023,6,"33,00","198,00",PARA COMPARTILHAR,"2,99"
KARAAGUE BENTO,ALMOCO,23/07/2022,1,"30,00","30,00",BENTO,"6,54"
CREPE JOHN LEMON,SOBREMESA,23/01/2022,6,"17,00","102,00",SOBREMESA,"4,87"
KARAAGUE KARE,ALMOCO,23/07/2022,3,"32,00","96,00",KARE,"4,97"
COMBO VEGMINIBURG FRITAS CHA,ALL DAY,16/08/2022,1,"28,00","28,00",ESPECIAL/COMBO,"9,68"
BAURU,ALL DAY,06/03/2022,1,"17,00","17,00",LANCHES,"6,98"
TONKATSU BENTO,ALMOCO,05/02/2022,1,"30,00","30,00",BENTO,"5,53"
GELATINA DE CAFE,SOBREMESA,06/10/2021,1,"16,00","16,00",SOBREMESA,"3,08"
GELATINA DE CAFE,SOBREMESA,18/09/2022,2,"16,00","32,00",SOBREMESA,"3,08"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,28/09/2021,2,"28,00","56,00",PARA COMPARTILHAR,"7,31"
MISTO QUENTE,ALL DAY,04/11/2021,6,"13,00","78,00",LANCHES,"6,29"
COMBO BENTO CHA,ALL DAY,19/10/2021,1,"32,00","32,00",ESPECIAL/COMBO,"6,67"
COMBO SANDO FRITAS CHA,ALL DAY,01/03/2023,2,"35,00","70,00",ESPECIAL/COMBO,"10,97"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,15/01/2023,6,"32,00","192,00",PARA COMPARTILHAR,"5,65"
SALADA DE VERAO HARUSSAME,SALADAS,28/02/2023,1,"34,00","34,00",SALADAS,"8,23"
DANGO,SOBREMESA,25/04/2023,2,"9,00","18,00",SOBREMESA,"1,56"
VEGAN DONBURI,ALMOCO,08/01/2022,1,"32,00","32,00",DONBURI,"6,02"
BAURU,ALL DAY,30/03/2023,5,"22,00","110,00",LANCHES,"6,98"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,04/04/2023,1,"20,00","20,00",PARA COMPARTILHAR,"3,31"
BURGUER DONBURI,ALMOCO,17/08/2022,2,"32,00","64,00",DONBURI,"8,84"
FRANGO TERIYAKI DONBURI,ALMOCO,11/02/2021,1,"28,00","28,00",DONBURI,"6,08"
KATSU DONBURI,ALMOCO,22/02/2022,9,"32,00","288,00",DONBURI,"5,53"
VEG BURGUER BENTO,ALMOCO,09/10/2021,1,"28,00","28,00",BENTO,"5,03"
MAIONESE EXTRA,ALMOCO,19/02/2022,1,"5,00","5,00",ADICIONAIS,"0,48"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,21/11/2021,4,"28,00","112,00",PARA COMPARTILHAR,"7,31"
MITARASHI DANGO,SOBREMESA,29/08/2021,2,"9,00","18,00",SOBREMESA,"2,0"
VEGGIE SANDO,ALL DAY,30/11/2021,3,"25,00","75,00",LANCHES,"6,21"
OVO COZIDO EXTRA,ALMOCO,01/10/2022,3,"4,00","12,00",ADICIONAIS,"0,55"
SHOYU LAMEN,ALMOCO,13/05/2023,16,"44,00","704,00",LAMEN,"6,18"
CHICKENKATSU SANDO,ALL DAY,16/12/2021,3,"28,00","84,00",LANCHES,"5,29"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,01/10/2022,8,"32,00","256,00",PARA COMPARTILHAR,"7,31"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,06/11/2022,1,"30,00","30,00",PARA COMPARTILHAR,"5,58"
BENTO CLASSICO,ALMOCO,11/12/2021,1,"30,00","30,00",BENTO,"6,03"
FRANGO TERIYAKI DONBURI,ALMOCO,05/02/2023,11,"34,00","374,00",DONBURI,"6,08"
DONBURI IFOOD,ALMOCO,07/11/2021,1,"34,00","34,00",DONBURI,"6,2"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,21/03/2021,2,"12,00","24,00",SOBREMESA,"2,17"
MISTO QUENTE,ALL DAY,18/06/2021,1,"13,00","13,00",LANCHES,"6,29"
TEMPURA,PARA COMPARTILHAR,29/04/2023,2,"30,00","60,00",PARA COMPARTILHAR,"5,79"
TANTANMEN LAMEN,ALMOCO,07/04/2023,5,"44,00","220,00",LAMEN,"7,13"
WANPAKU SANDO,ALL DAY,04/05/2023,1,"32,00","32,00",LANCHES,"6,87"
PAO COM CATUPIRY E ESPRESSO,ALL DAY,22/07/2022,1,"10,00","10,00",ESPECIAL/COMBO,"4,82"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,14/04/2023,16,"34,00","544,00",PARA COMPARTILHAR,"6,91"
CHICKENKATSU BENTO,ALMOCO,14/08/2021,6,"28,00","168,00",BENTO,"5,24"
DUO ONIGUIRI BARRIGA,PARA COMPARTILHAR,12/02/2023,5,"16,00","80,00",PARA COMPARTILHAR,"3,25"
TONKATSU KARE,ALMOCO,20/04/2023,3,"34,00","102,00",KARE,"4,44"
OVO COZIDO EXTRA,ALMOCO,08/05/2021,1,"4,00","4,00",ADICIONAIS,"0,55"
MITARASHI DANGO,SOBREMESA,10/12/2021,3,"9,00","27,00",SOBREMESA,"2,0"
OVO COZIDO EXTRA,ALMOCO,11/10/2021,4,"4,00","16,00",ADICIONAIS,"0,55"
DANGO,SOBREMESA,09/05/2021,6,"9,00","54,00",SOBREMESA,"1,56"
OVO COZIDO EXTRA,ALMOCO,04/09/2021,1,"4,00","4,00",ADICIONAIS,"0,55"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,10/07/2022,4,"34,00","136,00",PARA COMPARTILHAR,"6,67"
PANNACOTA DE MATCHA,SOBREMESA,13/11/2021,4,"14,00","56,00",SOBREMESA,"0,99"
CHEESECAKE DE MANGA,SOBREMESA,17/02/2021,1,"16,00","16,00",SOBREMESA,"3,29"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,01/09/2021,3,"12,00","36,00",SOBREMESA,"2,17"
COMBO SANDO FRITAS CHA,ALL DAY,04/05/2022,1,"28,00","28,00",ESPECIAL/COMBO,"10,97"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,16/06/2022,1,"32,00","32,00",PARA COMPARTILHAR,"5,65"
SURPRESAS DO AMOR,SOBREMESA,18/04/2021,3,"18,00","54,00",SOBREMESA,"4,51"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,19/12/2021,8,"12,00","96,00",SOBREMESA,"2,17"
COGUMELOS DONBURI,ALMOCO,18/02/2022,2,"32,00","64,00",DONBURI,"5,26"
YAKISOBA VEGETARIANO,ALMOCO,16/02/2021,1,"25,00","25,00",LAMEN,"6,68"
TONKATSU KARE,ALMOCO,25/03/2023,9,"33,78","304,00",KARE,"4,44"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,22/02/2023,7,"34,00","238,00",PARA COMPARTILHAR,"6,67"
KATSU SANDO,ALL DAY,11/09/2022,4,"30,00","120,00",LANCHES,"5,5"
PUDIM DE MATCHA,SOBREMESA,13/04/2023,1,"16,00","16,00",SOBREMESA,"2,38"
MISTO QUENTE,ALL DAY,08/03/2022,2,"16,00","32,00",LANCHES,"6,29"
CREPE JOHN LEMON,SOBREMESA,16/04/2022,5,"17,00","85,00",SOBREMESA,"4,87"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,21/04/2022,4,"20,00","80,00",PARA COMPARTILHAR,"4,11"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,12/04/2022,4,"30,00","120,00",PARA COMPARTILHAR,"6,51"
VEG BURGUER DONBURI,ALMOCO,12/01/2021,4,"28,00","112,00",DONBURI,"5,03"
VEGGIE SANDO,ALL DAY,15/11/2022,1,"30,00","30,00",LANCHES,"6,21"
SHOYU LAMEN VEGAN,ALMOCO,23/12/2022,3,"44,00","132,00",LAMEN,"6,18"
WANPAKU SANDO,ALL DAY,06/05/2021,1,"22,00","22,00",LANCHES,"6,87"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,27/03/2022,5,"30,00","150,00",PARA COMPARTILHAR,"6,51"
CREPE RED7,SOBREMESA,07/10/2022,4,"26,00","104,00",SOBREMESA,"7,94"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,12/10/2022,8,"32,00","256,00",PARA COMPARTILHAR,"7,49"
BAURU,ALL DAY,08/05/2021,1,"13,00","13,00",LANCHES,"6,98"
TAMAGO SANDO,ALL DAY,30/03/2023,1,"22,00","22,00",LANCHES,"4,96"
DANGO,SOBREMESA,17/01/2021,2,"9,00","18,00",SOBREMESA,"1,56"
CHICKENKATSU SANDO,ALL DAY,15/08/2021,3,"24,00","72,00",LANCHES,"5,29"
COGUMELOS DONBURI,ALMOCO,09/12/2022,1,"34,00","34,00",DONBURI,"5,26"
DANGO,SOBREMESA,06/03/2021,8,"9,00","72,00",SOBREMESA,"1,56"
COMBO BENTO CHA,ALL DAY,13/10/2022,1,"32,00","32,00",ESPECIAL/COMBO,"6,67"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,04/08/2021,1,"26,00","26,00",PARA COMPARTILHAR,"5,58"
KATSU DONBURI,ALMOCO,27/01/2022,2,"32,00","64,00",DONBURI,"5,53"
KATSU DONBURI,ALMOCO,31/08/2022,1,"32,00","32,00",DONBURI,"5,53"
WANPAKU SANDO,ALL DAY,29/01/2022,2,"26,00","52,00",LANCHES,"6,87"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,25/07/2021,3,"28,00","84,00",PARA COMPARTILHAR,"5,47"
COGUMELOS DONBURI,ALMOCO,24/10/2021,4,"30,00","120,00",DONBURI,"5,26"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,05/11/2021,1,"30,00","30,00",PARA COMPARTILHAR,"6,91"
CHICKENKATSU BENTO,ALMOCO,20/10/2021,2,"28,00","56,00",BENTO,"5,24"
SALADA DE FOLHAS REFRESCANTES,SALADAS,01/10/2022,1,"25,00","25,00",SALADAS,"4,25"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,12/06/2022,2,"20,00","40,00",PARA COMPARTILHAR,"4,11"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,20/11/2022,5,"33,00","165,00",PARA COMPARTILHAR,"5,47"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,19/02/2022,5,"20,00","100,00",PARA COMPARTILHAR,"3,31"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,07/04/2022,3,"32,00","96,00",PARA COMPARTILHAR,"6,67"
WANPAKU SANDO,ALL DAY,27/03/2021,2,"22,00","44,00",LANCHES,"6,87"
DONBURI IFOOD,ALMOCO,23/07/2021,1,"34,00","34,00",DONBURI,"6,2"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,23/04/2022,7,"32,00","224,00",PARA COMPARTILHAR,"6,67"
OVO COZIDO EXTRA,ALMOCO,15/04/2022,1,"4,00","4,00",ADICIONAIS,"0,55"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,25/06/2022,8,"32,00","256,00",PARA COMPARTILHAR,"7,49"
COMBO SANDO FRITAS CHA,ALL DAY,13/01/2023,5,"35,00","175,00",ESPECIAL/COMBO,"10,97"
DANGO,SOBREMESA,18/02/2022,8,"9,00","72,00",SOBREMESA,"1,56"
BAURU,ALL DAY,08/02/2022,1,"13,00","13,00",LANCHES,"6,98"
COMBO VEGMINIBURG FRITAS CHA,ALL DAY,30/05/2021,1,"28,00","28,00",ESPECIAL/COMBO,"9,68"
VEGGIE SANDO,ALL DAY,10/12/2021,3,"25,00","75,00",LANCHES,"6,21"
MENU DEGUSTACAO,ALL DAY,16/03/2023,1,"79,00","79,00",ESPECIAL/COMBO,"14,27"
TAMAGO SANDO,ALL DAY,27/03/2022,1,"20,00","20,00",LANCHES,"4,96"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,24/04/2021,2,"25,00","50,00",PARA COMPARTILHAR,"7,31"
CHICKENKATSU SANDO,ALL DAY,22/05/2021,8,"24,00","192,00",LANCHES,"5,29"
DUO ONIGUIRI COGUMELOS,PARA COMPARTILHAR,25/03/2023,3,"14,00","42,00",PARA COMPARTILHAR,"2,85"
COMBO SANDO FRITAS CHA,ALL DAY,23/03/2022,1,"28,00","28,00",ESPECIAL/COMBO,"10,97"
KATSU DONBURI,ALMOCO,29/03/2023,1,"34,00","34,00",DONBURI,"5,53"
FRANGO TERIYAKI DONBURI,ALMOCO,13/06/2021,1,"28,00","28,00",DONBURI,"6,08"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,09/05/2021,1,"27,00","27,00",PARA COMPARTILHAR,"6,51"
TOAST TERIYAKI,ALL DAY,28/07/2021,1,"19,00","19,00",LANCHES,"3,44"
CHICKENKATSU SANDO,ALL DAY,11/06/2022,2,"30,00","60,00",LANCHES,"5,29"
QUEIJO EXTRA,ALL DAY,07/12/2022,1,"2,00","2,00",ADICIONAIS,"1,17"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,20/05/2021,5,"12,00","60,00",SOBREMESA,"2,17"
CREPE JOHN LEMON,SOBREMESA,20/01/2023,6,"20,00","120,00",SOBREMESA,"4,87"
KATSU SANDO,ALL DAY,28/08/2022,1,"30,00","30,00",LANCHES,"5,5"
PAO COM MANTEIGA,ALL DAY,29/04/2023,2,"9,00","18,00",LANCHES,"0,86"
SALADA,ALL DAY,21/07/2022,1,"1,00","1,00",ADICIONAIS,"0,2"
PEPINO EXTRA,ADICIONAIS,17/09/2021,2,"1,00","2,00",ADICIONAIS,"0,3"
COMBO SANDO FRITAS CHA,ALL DAY,08/12/2021,4,"28,00","112,00",ESPECIAL/COMBO,"10,97"
VEGAN DONBURI,ALMOCO,21/06/2022,2,"32,00","64,00",DONBURI,"6,02"
BAURU,ALL DAY,14/05/2022,2,"17,00","34,00",LANCHES,"6,98"
TOAST AVOCADO,ALL DAY,23/08/2022,1,"19,00","19,00",LANCHES,"6,33"
QUEIJO EXTRA,ALL DAY,16/12/2022,1,"2,00","2,00",ADICIONAIS,"1,17"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,29/01/2022,8,"30,00","240,00",PARA COMPARTILHAR,"6,51"
PAO COM REQUEIJAO,ALL DAY,09/04/2021,1,"7,00","7,00",LANCHES,"4,01"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,05/08/2021,1,"27,00","27,00",PARA COMPARTILHAR,"6,51"
DANGO,SOBREMESA,18/01/2022,4,"9,00","36,00",SOBREMESA,"1,56"
CREPE RED7,SOBREMESA,31/07/2022,1,"26,00","26,00",SOBREMESA,"7,94"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,24/06/2021,2,"15,00","30,00",PARA COMPARTILHAR,"4,11"
FRANGO TERIYAKI DONBURI,ALMOCO,13/03/2022,2,"32,00","64,00",DONBURI,"6,08"
FRANGO TERIYAKI BENTO,ALMOCO,19/02/2023,2,"32,00","64,00",BENTO,"6,8"
GELATINA DE CAFE,SOBREMESA,26/03/2022,4,"16,00","64,00",SOBREMESA,"3,08"
CHICKENKATSU KARE,ALMOCO,24/09/2022,5,"32,00","160,00",KARE,"4,34"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,26/10/2022,3,"32,00","96,00",PARA COMPARTILHAR,"7,49"
WANPAKU SANDO,ALL DAY,15/05/2022,1,"28,00","28,00",LANCHES,"6,87"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,14/08/2021,10,"15,00","150,00",PARA COMPARTILHAR,"4,11"
TANTANMEN LAMEN VEGAN,ALMOCO,13/11/2022,1,"44,00","44,00",LAMEN,"7,13"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,27/11/2022,4,"34,00","136,00",PARA COMPARTILHAR,"6,67"
TONKATSU BENTO,ALMOCO,05/09/2021,1,"28,00","28,00",BENTO,"5,53"
CHICKENKATSU BENTO,ALMOCO,05/09/2021,2,"28,00","56,00",BENTO,"5,24"
MISTO QUENTE,ALL DAY,03/02/2022,1,"13,00","13,00",LANCHES,"6,29"
TONKATSU KARE,ALMOCO,29/07/2022,6,"34,00","204,00",KARE,"4,44"
VEGAN DONBURI,ALMOCO,17/04/2022,2,"32,00","64,00",DONBURI,"6,02"
COMBO MINIBURG FRITAS CHA,ALL DAY,19/12/2022,1,"35,00","35,00",ESPECIAL/COMBO,"10,68"
CREPE OUTONO,SOBREMESA,11/05/2021,3,"15,00","45,00",SOBREMESA,"4,0"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,14/12/2021,2,"20,00","40,00",PARA COMPARTILHAR,"4,11"
QUEIJO EXTRA,ALL DAY,24/07/2022,1,"2,00","2,00",ADICIONAIS,"1,17"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,29/01/2021,6,"25,00","150,00",PARA COMPARTILHAR,"7,31"
CHICKENKATSU BENTO,ALMOCO,12/07/2022,2,"30,00","60,00",BENTO,"5,24"
MAIONESE EXTRA,ALMOCO,23/01/2022,2,"5,00","10,00",ADICIONAIS,"0,48"
TACO VEGETAIS,PARA COMPARTILHAR,28/06/2022,1,"21,00","21,00",PARA COMPARTILHAR,"2,8"
MAIONESE EXTRA,ALMOCO,16/04/2023,2,"5,00","10,00",ADICIONAIS,"0,48"
MITARASHI DANGO,SOBREMESA,04/09/2021,11,"9,00","99,00",SOBREMESA,"2,0"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,22/08/2021,4,"23,00","92,00",PARA COMPARTILHAR,"7,49"
BURGUER DONBURI,ALMOCO,08/07/2021,1,"28,00","28,00",DONBURI,"8,84"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,19/08/2021,4,"25,00","100,00",PARA COMPARTILHAR,"7,31"
TAMAGO SANDO,ALL DAY,30/04/2023,1,"22,00","22,00",LANCHES,"4,96"
KOROKKE KABOCHA,PARA COMPARTILHAR,23/02/2023,2,"33,00","66,00",PARA COMPARTILHAR,"2,99"
KATSU DONBURI,ALMOCO,13/11/2021,7,"32,00","224,00",DONBURI,"5,53"
TOAST TERIYAKI,ALL DAY,23/01/2021,1,"19,00","19,00",LANCHES,"3,44"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,29/06/2022,3,"20,00","60,00",PARA COMPARTILHAR,"4,11"
MISTO QUENTE,ALL DAY,27/04/2021,1,"13,00","13,00",LANCHES,"6,29"
KATSU SANDO,ALL DAY,05/12/2021,5,"28,00","140,00",LANCHES,"5,5"
COMBO MINIBURG FRITAS CHA,ALL DAY,28/09/2022,1,"35,00","35,00",ESPECIAL/COMBO,"10,68"
VEG BURGUER DONBURI,ALMOCO,28/07/2022,3,"32,00","96,00",DONBURI,"5,03"
TONKATSU BENTO,ALMOCO,04/03/2023,5,"32,00","160,00",BENTO,"5,53"
CHICKENKATSU KARE,ALMOCO,09/10/2021,8,"32,00","256,00",KARE,"4,34"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,02/02/2022,2,"30,00","60,00",PARA COMPARTILHAR,"6,51"
COMBO SANDO FRITAS CHA,ALL DAY,17/02/2022,1,"28,00","28,00",ESPECIAL/COMBO,"10,97"
COMBO BENTO CHA,ALL DAY,30/07/2022,2,"32,00","64,00",ESPECIAL/COMBO,"6,67"
GOHAN EXTRA,ALMOCO,20/09/2022,1,"5,00","5,00",ADICIONAIS,"0,8"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,02/09/2022,4,"34,00","136,00",PARA COMPARTILHAR,"6,67"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,24/07/2022,5,"32,00","160,00",PARA COMPARTILHAR,"7,31"
WANPAKU SANDO,ALL DAY,19/05/2021,1,"22,00","22,00",LANCHES,"6,87"
CHICKENKATSU SANDO,ALL DAY,19/05/2021,2,"24,00","48,00",LANCHES,"5,29"
CREPE JOHN LEMON,SOBREMESA,29/03/2023,1,"20,00","20,00",SOBREMESA,"4,87"
TOAST TERIYAKI,ALL DAY,03/12/2021,2,"19,00","38,00",LANCHES,"3,44"
MISTO QUENTE,ALL DAY,21/10/2021,1,"13,00","13,00",LANCHES,"6,29"
QUEIJO QUENTE,ALL DAY,09/12/2021,1,"13,00","13,00",LANCHES,"4,05"
DUO ONIGUIRI COGUMELOS,PARA COMPARTILHAR,03/09/2022,5,"14,00","70,00",PARA COMPARTILHAR,"2,85"
TEMPURA,PARA COMPARTILHAR,21/04/2023,3,"28,00","84,00",PARA COMPARTILHAR,"5,79"
MITARASHI DANGO,SOBREMESA,18/08/2021,1,"9,00","9,00",SOBREMESA,"2,0"
TOAST COGUMELOS,ALL DAY,26/11/2022,2,"19,00","38,00",LANCHES,"2,71"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,18/04/2023,5,"33,00","165,00",PARA COMPARTILHAR,"5,47"
CHICKENKATSU BENTO,ALMOCO,23/10/2021,2,"28,00","56,00",BENTO,"5,24"
COMBO MOSQUETEIROS,PARA COMPARTILHAR,06/05/2023,2,"46,00","92,00",ESPECIAL/COMBO,"9,17"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,11/06/2022,12,"20,00","240,00",PARA COMPARTILHAR,"4,11"
TOAST TERIYAKI,ALL DAY,23/08/2022,3,"19,00","57,00",LANCHES,"3,44"
PANNACOTA DE MATCHA,SOBREMESA,21/01/2021,1,"14,00","14,00",SOBREMESA,"0,99"
TONKATSU BENTO,ALMOCO,09/12/2021,2,"30,00","60,00",BENTO,"5,53"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,28/06/2022,3,"32,00","96,00",PARA COMPARTILHAR,"6,91"
TOAST COGUMELOS,ALL DAY,03/06/2022,1,"19,00","19,00",LANCHES,"2,71"
CREPE RED7,SOBREMESA,30/01/2023,1,"26,00","26,00",SOBREMESA,"7,94"
TONKATSU BENTO,ALMOCO,20/08/2022,1,"30,00","30,00",BENTO,"5,53"
CREPE RED7,SOBREMESA,04/09/2022,5,"26,00","130,00",SOBREMESA,"7,94"
CHICKENKATSU SANDO,ALL DAY,24/03/2021,4,"24,00","96,00",LANCHES,"5,29"
SHOYU LAMEN VEGAN,ALMOCO,14/04/2023,6,"44,00","264,00",LAMEN,"6,18"
MISTO QUENTE,ALL DAY,07/08/2021,1,"13,00","13,00",LANCHES,"6,29"
OVO COZIDO EXTRA,ALMOCO,10/12/2021,2,"4,00","8,00",ADICIONAIS,"0,55"
OVO COZIDO EXTRA,ALMOCO,02/11/2021,1,"4,00","4,00",ADICIONAIS,"0,55"
WANPAKU SANDO,ALL DAY,28/10/2022,1,"32,00","32,00",LANCHES,"6,87"
CHICKENKATSU BENTO,ALMOCO,07/04/2022,1,"30,00","30,00",BENTO,"5,24"
KATSU DONBURI,ALMOCO,08/10/2022,5,"34,00","170,00",DONBURI,"5,53"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,22/01/2023,1,"20,00","20,00",PARA COMPARTILHAR,"3,31"
QUEIJO EXTRA,ALL DAY,15/07/2022,2,"2,00","4,00",ADICIONAIS,"1,17"
PAO COM REQUEIJAO,ALL DAY,29/03/2023,2,"12,00","24,00",LANCHES,"4,01"
TOAST COGUMELOS,ALL DAY,24/04/2021,1,"19,00","19,00",LANCHES,"2,71"
CHICKEN KATSU DONBURI,ALMOCO,24/01/2023,5,"34,00","170,00",DONBURI,"5,24"
GELATINA DE CAFE,SOBREMESA,07/11/2021,3,"16,00","48,00",SOBREMESA,"3,08"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,10/02/2023,10,"34,00","340,00",PARA COMPARTILHAR,"6,51"
MOTI BRANCO COM UVA,SOBREMESA,19/06/2022,1,"15,00","15,00",SOBREMESA,"6,06"
DANGO,SOBREMESA,21/08/2022,13,"9,00","117,00",SOBREMESA,"1,56"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,03/02/2023,9,"32,00","288,00",PARA COMPARTILHAR,"7,31"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,01/04/2022,2,"20,00","40,00",PARA COMPARTILHAR,"3,31"
QUEIJO EXTRA,ALL DAY,12/03/2023,2,"2,00","4,00",ADICIONAIS,"1,17"
GELATINA DE CAFE,SOBREMESA,20/01/2021,2,"16,00","32,00",SOBREMESA,"3,08"
OVO COZIDO EXTRA,ALMOCO,03/04/2022,2,"4,00","8,00",ADICIONAIS,"0,55"
COMBO MINIBURG FRITAS CHA,ALL DAY,15/07/2022,2,"30,00","60,00",ESPECIAL/COMBO,"10,68"
TANTANMEN LAMEN VEGAN,ALMOCO,12/03/2023,1,"44,00","44,00",LAMEN,"7,13"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,13/02/2022,5,"20,00","100,00",PARA COMPARTILHAR,"3,31"
SHOYU LAMEN VEGAN,ALMOCO,19/02/2023,2,"44,00","88,00",LAMEN,"6,18"
MAIONESE GOSHUJANG,ALMOCO,03/02/2023,1,"5,00","5,00",ADICIONAIS,"1,2"
TONKATSU BENTO,ALMOCO,11/04/2023,1,"32,00","32,00",BENTO,"5,53"
BAURU,ALL DAY,06/06/2021,4,"13,00","52,00",LANCHES,"6,98"
MAIONESE GOSHUJANG,ALMOCO,08/04/2023,4,"5,00","20,00",ADICIONAIS,"1,2"
MAIONESE GOSHUJANG,ALMOCO,03/12/2022,1,"5,00","5,00",ADICIONAIS,"1,2"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,12/02/2022,13,"12,00","156,00",SOBREMESA,"2,17"
FRANGO TERIYAKI BENTO,ALMOCO,30/03/2023,1,"32,00","32,00",BENTO,"6,8"
CHICKENKATSU BENTO,ALMOCO,22/10/2021,1,"28,00","28,00",BENTO,"5,24"
COGUMELOS BENTO,ALMOCO,20/08/2022,1,"30,00","30,00",BENTO,"5,26"
KATSU DONBURI,ALMOCO,06/11/2022,3,"34,00","102,00",DONBURI,"5,53"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,22/04/2021,1,"12,00","12,00",SOBREMESA,"2,17"
BAURU,ALL DAY,05/02/2023,1,"22,00","22,00",LANCHES,"6,98"
PAO COM CATUPIRY E ESPRESSO,ALL DAY,10/07/2022,1,"10,00","10,00",ESPECIAL/COMBO,"4,82"
VEGGIE SANDO,ALL DAY,09/06/2022,1,"27,00","27,00",LANCHES,"6,21"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,29/06/2021,1,"25,00","25,00",PARA COMPARTILHAR,"7,31"
TAMAGO SANDO,ALL DAY,21/04/2022,1,"20,00","20,00",LANCHES,"4,96"
KATSU DONBURI,ALMOCO,01/12/2022,1,"34,00","34,00",DONBURI,"5,53"
VEG BURGUER DONBURI,ALMOCO,18/10/2022,1,"32,00","32,00",DONBURI,"5,03"
OVO COZIDO EXTRA,ALMOCO,20/01/2023,1,"4,00","4,00",ADICIONAIS,"0,55"
FRANGO TERIYAKI DONBURI,ALMOCO,21/03/2023,4,"34,00","136,00",DONBURI,"6,08"
FRANGO TERIYAKI BENTO,ALMOCO,20/01/2023,2,"32,00","64,00",BENTO,"6,8"
MAIONESE DE PAPRICA,ALMOCO,07/12/2022,1,"5,00","5,00",ADICIONAIS,"1,2"
CREPE FLORESTA NEGRA,SOBREMESA,30/09/2021,3,"15,00","45,00",SOBREMESA,"4,71"
